Id,Label,Description,Section,Cardinality,Terms,Datatype,Pattern,Unit,Enumeration,MissingValueCodes,Notes,Provenance,SeeAlso
nih_anxiety,Anxiety,"The `nih_anxiety` variable records responses to the prompt ""Anxiety"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_anxiety` data element is the result of the harmonization of other RADx program data elements: `dht_anxiety` (RADx-DHT)
",Medical History,single,MONDO:0011918,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_arrhythmia,Arrhythmia,"The `nih_arrhythmia` variable records responses to the prompt ""Arrhythmia"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_arrhythmia` data element is the result of the harmonization of other RADx program data elements: `dht_arrhythmia` (RADx-DHT)
",Medical History,single,SYMP:0000287,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_arthritis,Arthritis,"The `nih_arthritis` variable records responses to the prompt ""Arthritis"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_arthritis` data element is the result of the harmonization of other RADx program data elements: `dht_arthritis` (RADx-DHT)
",Medical History,single,MONDO:0008383,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_af,Atrial Fibrillation,"The `nih_af` variable records responses to the prompt ""Atrial Fibrillation"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_af` data element is the result of the harmonization of other RADx program data elements: `dht_af` (RADx-DHT)
",Medical History,single,MONDO:0004981,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_chronic_pain,Chronic Pain,"The `nih_chronic_pain` variable records responses to the prompt ""Chronic Pain"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_chronic_pain` data element is the result of the harmonization of other RADx program data elements: `dht_chronic_pain` (RADx-DHT)
",Medical History,single,NCIT:C26940,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_fibromyalgia,Fibromyalgia,"The `nih_fibromyalgia` variable records responses to the prompt ""Fibromyalgia"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_fibromyalgia` data element is the result of the harmonization of other RADx program data elements: `dht_fibromyalgia` (RADx-DHT)
",Medical History,single,MONDO:0005546,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_gerd,Gastroesophageal reflux disease,"The `nih_gerd` variable records responses to the prompt ""Gastroesophageal reflux disease"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_gerd` data element is the result of the harmonization of other RADx program data elements: `dht_gerd` (RADx-DHT)
",Medical History,single,MONDO:0007186,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_gestational_diabetes,Gestational Diabetes,"The `nih_gestational_diabetes` variable records responses to the prompt ""Gestational Diabetes"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_gestational_diabetes` data element is the result of the harmonization of other RADx program data elements: `dht_gestational_diabetes` (RADx-DHT)
",Medical History,single,MONDO:0005406,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_cholesterol,High Cholesterol,"The `nih_cholesterol` variable records responses to the prompt ""High Cholesterol"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_cholesterol` data element is the result of the harmonization of other RADx program data elements: `dht_cholesterol` (RADx-DHT)
",Medical History,single,NCIT:C37967,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_thyroid,Hypo/Hyper Thyroidism,"The `nih_thyroid` variable records responses to the prompt ""Hypo/Hyper Thyroidism"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_thyroid` data element is the result of the harmonization of other RADx program data elements: `dht_thyroid` (RADx-DHT)
",Medical History,single,"MONDO:0005420
MONDO:0004425",integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_immuno_compromised_solid_organ,immunocompromised from solid organ transplant,"The `nih_immuno_compromised_solid_organ` variable records responses to the prompt ""immunocompromised from solid organ transplant"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_immuno_compromised_solid_organ` data element is the result of the harmonization of other RADx program data elements: `dht_immuno_compromised_solid_organ` (RADx-DHT)
",Medical History,single,"NCIT:C14139
NCIT:C130200",integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_ibd,Inflammatory Bowel Disease,"The `nih_ibd` variable records responses to the prompt ""Inflammatory Bowel Disease"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_ibd` data element is the result of the harmonization of other RADx program data elements: `dht_ibd` (RADx-DHT)
",Medical History,single,MONDO:0005265,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_insomnia,Insomnia,"The `nih_insomnia` variable records responses to the prompt ""Insomnia"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_insomnia` data element is the result of the harmonization of other RADx program data elements: `dht_insomnia` (RADx-DHT)
",Medical History,single,MONDO:0013600,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_ibs,Irritable bowel syndrome,"The `nih_ibs` variable records responses to the prompt ""Irritable bowel syndrome"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_ibs` data element is the result of the harmonization of other RADx program data elements: `dht_ibs` (RADx-DHT)
",Medical History,single,MONDO:0005052,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_liver_disease,"Liver disease (cirrhosis, hepB, hepC)","The `nih_liver_disease` variable records responses to the prompt ""Liver disease (cirrhosis, hepB, hepC)"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_liver_disease` data element is the result of the harmonization of other RADx program data elements: `dht_liver_disease` (RADx-DHT)
",Medical History,single,MONDO:0005154,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_lupus,Lupus,"The `nih_lupus` variable records responses to the prompt ""Lupus"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_lupus` data element is the result of the harmonization of other RADx program data elements: `dht_lupus` (RADx-DHT)
",Medical History,single,MONDO:0004670,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_migraines,Migraines,"The `nih_migraines` variable records responses to the prompt ""Migraines"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_migraines` data element is the result of the harmonization of other RADx program data elements: `dht_migraines` (RADx-DHT)
",Medical History,single,MONDO:0005277,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_ms,Multiple Sclerosis,"The `nih_ms` variable records responses to the prompt ""Multiple Sclerosis"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_ms` data element is the result of the harmonization of other RADx program data elements: `dht_ms` (RADx-DHT)
",Medical History,single,MONDO:0005301,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_neurodegenerative,Neurodegenerative disease,"The `nih_neurodegenerative` variable records responses to the prompt ""Neurodegenerative disease"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_neurodegenerative` data element is the result of the harmonization of other RADx program data elements: `dht_neurodegenerative` (RADx-DHT)
",Medical History,single,MONDO:0005559,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_neurological_condition,Neurological Condition,"The `nih_neurological_condition` variable records responses to the prompt ""Neurological Condition"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_neurological_condition` data element is the result of the harmonization of other RADx program data elements: `dht_neurological_condition` (RADx-DHT)
",Medical History,single,MONDO:0005071,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_no_chronic_condition,No chronic condition,"The `nih_no_chronic_condition` variable records responses to the prompt ""No chronic condition"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_no_chronic_condition` data element is the result of the harmonization of other RADx program data elements: `dht_no_chronic_condition` (RADx-DHT)
",Medical History,single,,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_obesity,Obesity (BMI >= 30),"The `nih_obesity` variable records responses to the prompt ""Obesity (BMI >= 30)"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_obesity` data element is the result of the harmonization of other RADx program data elements: `dht_obesity` (RADx-DHT)
",Medical History,single,MONDO:0011122,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_osteoporosis,Osteoporosis,"The `nih_osteoporosis` variable records responses to the prompt ""Osteoporosis"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_osteoporosis` data element is the result of the harmonization of other RADx program data elements: `dht_osteoporosis` (RADx-DHT)
",Medical History,single,MONDO:0005298,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_pcos,Polycystic ovary syndrome,"The `nih_pcos` variable records responses to the prompt ""Polycystic ovary syndrome"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_pcos` data element is the result of the harmonization of other RADx program data elements: `dht_pcos` (RADx-DHT)
",Medical History,single,MONDO:0008487,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_psoriasis,Psoriasis,"The `nih_psoriasis` variable records responses to the prompt ""Psoriasis"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_psoriasis` data element is the result of the harmonization of other RADx program data elements: `dht_psoriasis` (RADx-DHT)
",Medical History,single,MONDO:0005083,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_renal,Renal disease,"The `nih_renal` variable records responses to the prompt ""Renal disease"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_renal` data element is the result of the harmonization of other RADx program data elements: `dht_renal` (RADx-DHT)
",Medical History,single,MONDO:0005240,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_rls,Restless leg,"The `nih_rls` variable records responses to the prompt ""Restless leg"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_rls` data element is the result of the harmonization of other RADx program data elements: `dht_rls` (RADx-DHT)
",Medical History,single,MONDO:0005391,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_ra,Rheumatoid Arthritis,"The `nih_ra` variable records responses to the prompt ""Rheumatoid Arthritis"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_ra` data element is the result of the harmonization of other RADx program data elements: `dht_ra` (RADx-DHT)
",Medical History,single,MONDO:0008383,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_seasonal_allergies,Seasonal Allergies,"The `nih_seasonal_allergies` variable records responses to the prompt ""Seasonal Allergies"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_seasonal_allergies` data element is the result of the harmonization of other RADx program data elements: `dht_seasonal_allergies` (RADx-DHT)
",Medical History,single,MONDO:0005324,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_heart_condition,"Serious heart condition (heart failure, CAD, cardiomyopathies)","The `nih_heart_condition` variable records responses to the prompt ""Serious heart condition (heart failure, CAD, cardiomyopathies)"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_heart_condition` data element is the result of the harmonization of other RADx program data elements: `dht_heart_condition` (RADx-DHT)
",Medical History,single,MONDO:0005267,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_sleep_apnea,Sleep Apnea,"The `nih_sleep_apnea` variable records responses to the prompt ""Sleep Apnea"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_sleep_apnea` data element is the result of the harmonization of other RADx program data elements: `dht_sleep_apnea` (RADx-DHT)
",Medical History,single,MONDO:0005296,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_substance_use,Substance use,"The `nih_substance_use` variable records responses to the prompt ""Substance use"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_substance_use` data element is the result of the harmonization of other RADx program data elements: `dht_substance_use` (RADx-DHT)
",Medical History,single,NCIT:C18272,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_thalassemia,Thalassemia,"The `nih_thalassemia` variable records responses to the prompt ""Thalassemia"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_thalassemia` data element is the result of the harmonization of other RADx program data elements: `dht_thalassemia` (RADx-DHT)
",Medical History,single,MONDO:0000984,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_t1d,Type 1 Diabetes,"The `nih_t1d` variable records responses to the prompt ""Type 1 Diabetes"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_t1d` data element is the result of the harmonization of other RADx program data elements: `dht_t1d` (RADx-DHT)
",Medical History,single,MONDO:0005147,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_t2dm,Type 2 Diabetes,"The `nih_t2dm` variable records responses to the prompt ""Type 2 Diabetes"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_t2dm` data element is the result of the harmonization of other RADx program data elements: `dht_t2dm` (RADx-DHT)
",Medical History,single,MONDO:0005148,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_cough,Cough,"The `nih_cough` variable records responses to the prompt, or a congruently meaning prompt, ""Cough"".  Equivalent prompts are: 

- ""Cough"" (RADx-UP)
- ""Cough"" (RADx-rad)
- ""A cough (worse than usual)"" (RADx-Tech)
- ""Cough"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_cough` data element is the result of the harmonization of other RADx program data elements: `covid_cough` (RADx-UP); `cough` (RADx-rad); `cough` (RADx-Tech); `dht_cough` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0000614,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_fever_chills,Fever or Chills,"The `nih_fever_chills` variable records responses to the prompt, or a congruently meaning prompt, ""Fever or Chills"".  Equivalent prompts are: 

- ""Fever or chills"" (RADx-UP)
- ""Fever"" (RADx-rad), - ""Chills"" (RADx-rad)
- ""Symptoms of fever or chills"" (RADx-Tech)
- ""Fever, feeling hot/feverish, or having chills"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_fever_chills` data element is the result of the harmonization of other RADx program data elements: `covid_fever` (RADx-UP); `fever`, `chills` (RADx-rad); `fever_chills` (RADx-Tech); `dht_fever_chills`, `dht_chills`, `dht_fever` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0000613,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_diff_breath,Shortness of breath or difficulty breathing,"The `nih_diff_breath` variable records responses to the prompt, or a congruently meaning prompt, ""Shortness of breath or difficulty breathing"".  Equivalent prompts are: 

- ""Shortness of breath or difficulty breathing"" (RADx-UP)
- ""Shortness of breath or difficulty breathing"" (RADx-rad)
- ""Shortness of breath"" (RADx-Tech)
- ""Shortness of breath or difficulty breathing"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_diff_breath` data element is the result of the harmonization of other RADx program data elements: `covid_diffbreath` (RADx-UP); `shortness_of_breath_or_dif` (RADx-rad); `shortness_of_breath` (RADx-Tech); `dht_diff_breath`, `dht_shortness_of_breath` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0019153,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_headache,Headache,"The `nih_headache` variable records responses to the prompt, or a congruently meaning prompt, ""Headache"".  Equivalent prompts are: 

- ""Headache"" (RADx-UP)
- ""Headache"" (RADx-rad)
- ""Headache"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_headache` data element is the result of the harmonization of other RADx program data elements: `covid_headache` (RADx-UP); `headache` (RADx-rad); `dht_headache` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0000504,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_muscle_ache,Muscle ache,"The `nih_muscle_ache` variable records responses to the prompt, or a congruently meaning prompt, ""Muscle ache"".  Equivalent prompts are: 

- ""Muscle or body aches"" (RADx-UP)
- ""Muscle ache"" (RADx-rad)
- ""Muscle aches (worse than usual)"" (RADx-Tech)
- ""Muscle, body, or joint aches (not due to exercise)"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_muscle_ache` data element is the result of the harmonization of other RADx program data elements: `covid_myalgia` (RADx-UP); `muscle_ache` (RADx-rad); `muscle_aches` (RADx-Tech); `dht_body_pain`, `dht_chest_pain`, `dht_joint_pain` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0000626,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_olfactory,New loss of taste or smell,"The `nih_olfactory` variable records responses to the prompt, or a congruently meaning prompt, ""New loss of taste or smell"".  Equivalent prompts are: 

- ""New loss of taste or smell"" (RADx-UP)
- ""New loss of taste or smell"" (RADx-rad)
- ""Unable to taste or smell"" (RADx-Tech)
- ""New loss of taste or smell"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_olfactory` data element is the result of the harmonization of other RADx program data elements: `covid_olfactory` (RADx-UP); `new_loss_of_taste_or_smell` (RADx-rad); `unable_to_taste_or_smell` (RADx-Tech); `dht_olfactory`, `dht_loss_smell`, `dht_loss_taste` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0020004,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_fatigue,Excessive fatigue,"The `nih_fatigue` variable records responses to the prompt, or a congruently meaning prompt, ""Excessive fatigue"".  Equivalent prompts are: 

- ""Lack of energy or general tired feeling"" (RADx-UP)
- ""Excessive fatigue"" (RADx-rad)
- ""Fatigue (more than normal)"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_fatigue` data element is the result of the harmonization of other RADx program data elements: `covid_fatique`, `covid_fatigue` (RADx-UP); `excessive_fatigue` (RADx-rad); `dht_fatigue` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0000280,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_nausea_vomiting_diarrhea,"Nausea, vomiting, or diarrhea","The `nih_nausea_vomiting_diarrhea` variable records responses to the prompt, or a congruently meaning prompt, ""Nausea, vomiting, or diarrhea"".  Equivalent prompts are: 

- ""Feeling sick to your stomach or vomiting, diarrhea"" (RADx-UP)
- ""Nausea/vomiting"" (RADx-rad), - ""Diarrhea"" (RADx-rad)
- ""Nausea, vomiting or diarrhea"" (RADx-Tech)
- ""Nausea, vomiting, or diarrhea"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_nausea_vomiting_diarrhea` data element is the result of the harmonization of other RADx program data elements: `covid_nausea` (RADx-UP); `nausea_vomiting`, `diarrhea` (RADx-rad); `nausea_vomiting_diarrhea` (RADx-Tech); `dht_nausea_vomiting_diarrhea`, `dht_diarrhea`, `dht_nausea_vomiting` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,"SYMP:0000458
SYMP:0019145
SYMP:0000570",integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_abdom_pain,Abdominal pain,"The `nih_abdom_pain` variable records responses to the prompt, or a congruently meaning prompt, ""Abdominal pain"".  Equivalent prompts are: 

- ""Abdominal Pain"" (RADx-UP)
- ""Abdominal pain"" (RADx-rad)
- ""Stomach or abdominal pain"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_abdom_pain` data element is the result of the harmonization of other RADx program data elements: `covid_abpain` (RADx-UP); `abdominal_pain` (RADx-rad); `dht_abdom_pain` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0000457,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_skin_rash,Skin rash,"The `nih_skin_rash` variable records responses to the prompt, or a congruently meaning prompt, ""Skin rash"".  Equivalent prompts are: 

- ""Skin Rash"" (RADx-UP)
- ""Skin rash"" (RADx-rad)
- ""Skin rash"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_skin_rash` data element is the result of the harmonization of other RADx program data elements: `covid_skinrash` (RADx-UP); `skin_rash` (RADx-rad); `dht_skin_rash` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0000487,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_conjunctivitis,Conjunctivitis,"The `nih_conjunctivitis` variable records responses to the prompt, or a congruently meaning prompt, ""Conjunctivitis"".  Equivalent prompts are: 

- ""Conjunctivitis"" (RADx-rad)
- ""Pink eye or conjunctivitis"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_conjunctivitis` data element is the result of the harmonization of other RADx program data elements: `conjunctivitis` (RADx-rad); `dht_conjunctivitis` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,MONDO:0003799,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_throat_congestion_nose,"Sore throat, congestion or runny nose","The `nih_throat_congestion_nose` variable records responses to the prompt, or a congruently meaning prompt, ""Sore throat, congestion or runny nose"".  Equivalent prompts are: 

- ""Sore throat, congestion or runny nose "" (RADx-UP)
- ""Congestion, runny nose, sore throat"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_throat_congestion_nose` data element is the result of the harmonization of other RADx program data elements: `covid_runnynose` (RADx-UP); `dht_congestion_sorethroat_runnynose`, `dht_runny_nose`, `dht_scratchy_throat`, `dht_nasal_congestion`, `dht_sneezing`, `dht_sore_throat` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,"SYMP:0000505
SYMP:0000237
SYMP:0000372",integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
